NAME,Male_under_5E,Male_under_5M,Male_5_to_9E,Male_5_to_9M,Male_10_to_14E,Male_10_to_14M,Male_15_to_17E,Male_15_to_17M,Female_under_5E,Female_under_5M,Female_5_to_9E,Female_5_to_9M,Female_10_to_14E,Female_10_to_14M,Female_15_to_17E,Female_15_to_17M,Sex_By_Age_TotalE,Sex_By_Age_TotalM,Male_65_to_66E,Male_65_to_66M,Male_67_to_69E,Male_67_to_69M,Male_70_to_74E,Male_70_to_74M,Male_75_to_79E,Male_75_to_79M,Male_80_to_84E,Male_80_to_84M,Male_85_and_overE,Male_85_and_overM,Female_65_to_66E,Female_65_to_66M,Female_67_to_69E,Female_67_to_69M,Female_70_to_74E,Female_70_to_74M,Female_75_to_79E,Female_75_to_79M,Female_80_to_84E,Female_80_to_84M,Female_85_and_overE,Female_85_and_overM,Median_AgeE,Median_AgeM,AsianAloneE,AsianAloneM,BlackAloneE,BlackAloneM,GEO_ID,state,county,tract,block group,WhiteAloneE,WhiteAloneM,HispanicAloneE,HispanicAloneM,AmericanIndianAloneE,AmericanIndianAloneM,NativeHawaiianAloneE,NativeHawaiianAloneM,SomeOtherRaceAloneE,SomeOtherRaceAloneM,TwoorMoreRacesAloneE,TwoorMoreRacesAloneM,TwoorMoreRacesIncludingSomeotherRaceAloneE,TwoorMoreRacesIncludingSomeotherRaceAloneM,TwoorMoreRacesExcludingSomeotherRaceAloneE,TwoorMoreRacesExcludingSomeotherRaceAloneM,TotalRaceE,TotalRaceM,DroveAloneE,DroveAloneM,TotalTransportationE,TotalTransportationM,Drove_20_to_24E,Drove_20_to_24M,Drove_25_to_29E,Drove_25_to_29M,Drove_30_to_34E,Drove_30_to_34M,Drove_35_to_44E,Drove_35_to_44M,Drove_45_to_59E,Drove_45_to_59M,Drove_60_or_MoreE,Drove_60_or_MoreM,Kindergaten_MaleE,Kindergaten_MaleM,Grade_1_to_4_MaleE,Grade_1_to_4_MaleM,Grade_5_to_8_MaleE,Grade_5_to_8_MaleM,Grade_9_to_12_MaleE,Grade_9_to_12_MaleM,Kindergaten_FemaleE,Kindergaten_FemaleM,Grade_1_to_4_FemaleE,Grade_1_to_4_FemaleM,Grade_5_to_8_FemaleE,Grade_5_to_8_FemaleM,Grade_9_to_12_FemaleE,Grade_9_to_12_FemaleM,Kindergaten_TotalMaleE,Kindergaten_TotalMaleM,Grade_1_to_4_TotalMaleE,Grade_1_to_4_TotalMaleM,Grade_5_to_8_TotalMaleE,Grade_5_to_8_TotalMaleM,Grade_9_to_12_TotalMaleE,Grade_9_to_12_TotalMaleM,Kindergaten_TotalFemaleE,Kindergaten_TotalFemaleM,Grade_1_to_4_TotalFemaleE,Grade_1_to_4_TotalFemaleM,Grade_5_to_8_TotalFemaleE,Grade_5_to_8_TotalFemaleM,Grade_9_to_12_TotalFemaleE,Grade_9_to_12_TotalFemaleM,NoSchoolingE,NoSchoolingM,HighSchoolDiplomaE,HighSchoolDiplomaM,GEDorAlternativeE,GEDorAlternativeM,SomeCollegeLessThan1YearE,SomeCollegeLessThan1YearM,SomeCollege1orMoreYearsNoDegreeE,SomeCollege1orMoreYearsNoDegreeM,AssociateDegreeE,AssociateDegreeM,BachelorsDegreeE,BachelorsDegreeM,MastersDegreeE,MastersDegreeM,ProfessionalSchoolDegreeE,ProfessionalSchoolDegreeM,DoctorateDegreeE,DoctorateDegreeM,TotalEducationAttainmentE,TotalEducationAttainmentM,MedianHouseholdIncomeE,MedianHouseholdIncomeM,VeteranE,VeteranM,TotalVeteranE,TotalVeteranM,CivilianInLaborForceEmployedE,CivilianInLaborForceEmployedM,TotalInLaborForceE,TotalInLaborForceM,VacantE,VacantM,TotalOccupancyE,TotalOccupancyM,OccupiedE,OccupiedM,RenterOccupiedNoVehicleE,RenterOccupiedNoVehicleM,OwnerOccupiedNoVehicleE,OwnerOccupiedNoVehicleM,TotalVehicleByTenureE,TotalVehicleByTenureM,TotalGrossRentE,TotalGrossRentM,OwnerOccupiedE,OwnerOccupiedM,TotalOwnerOccupiedE,TotalOwnerOccupiedM,BroadbandE,BroadbandM,TotalBroadbandE,TotalBroadbandM
"Block Group 1, Census Tract 62.09, Mecklenburg County, North Carolina",0,13,90,56,94,69,0,13,62,73,109,53,0,13,0,13,1021,303,0,13,0,13,13,22,0,13,0,13,0,13,0,13,58,65,31,35,22,36,0,13,0,13,26.0,26.0,12,19,223,289,1500000US371190062091,37,119,006209,1,732,283,23,37,0,13,0,13,0,13,31,52,0,13,31,52,1021,303,381,159,404,173,15,26,0,13,36,34,61,63,78,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,136,53,32,33,51,71,0,13,109,53,0,13,0,13,0,13,100,85,0,13,0,13,15,26,53,68,213,92,77,57,26,29,34,51,541,149,115260.0,67171.0,13,22,666,207,489,188,500,194,31,49,415,111,384,115,0,13,0,13,384,115,99,76,285,89,384,115,341,115,384,115
"Block Group 2, Census Tract 62.09, Mecklenburg County, North Carolina",0,13,86,136,73,82,70,82,63,76,0,13,0,13,0,13,1864,519,10,17,41,63,0,13,0,13,0,13,0,13,14,23,31,36,15,25,0,13,0,13,0,13,37.0,9.0,27,33,102,105,1500000US371190062092,37,119,006209,2,1517,483,179,188,0,13,0,13,0,13,39,47,0,13,39,47,1864,519,910,242,963,249,153,116,35,42,197,137,55,52,100,53,133,161,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,43,68,86,136,15,24,117,97,0,13,0,13,0,13,0,13,0,13,116,81,15,25,31,34,232,153,149,126,673,188,191,84,0,13,0,13,1464,331,96908.0,33225.0,117,100,1572,348,1299,312,1355,318,46,73,1059,188,1013,194,29,31,0,13,1013,194,888,191,125,88,1013,194,859,205,1013,194
"Block Group 3, Census Tract 62.09, Mecklenburg County, North Carolina",112,88,0,13,178,264,23,37,41,45,43,51,40,46,65,58,1962,526,25,30,14,24,15,25,0,13,0,13,16,25,24,37,15,23,31,35,10,18,0,13,0,13,36.0,11.0,0,13,65,78,1500000US371190062093,37,119,006209,3,1836,538,18,29,24,37,0,13,0,13,19,31,0,13,19,31,1962,526,1004,270,1029,267,54,46,25,35,100,73,198,122,100,75,134,92,0,13,78,125,14,23,23,37,0,13,27,42,0,13,16,26,0,13,78,125,100,140,73,68,0,13,27,42,40,46,77,62,0,13,119,112,34,41,55,52,193,113,125,84,515,172,243,105,28,34,14,23,1326,273,82545.0,27447.0,172,94,1460,300,1185,299,1200,300,138,125,1067,199,929,186,70,114,0,13,929,186,528,165,401,109,929,186,793,180,929,186
"Block Group 1, Census Tract 62.10, Mecklenburg County, North Carolina",74,42,123,72,77,43,55,38,24,19,56,32,60,45,18,19,2359,444,9,16,21,23,35,38,24,23,23,26,22,24,5,8,24,23,42,31,28,27,35,24,40,31,45.0,7.0,60,65,239,214,1500000US371190062101,37,119,006210,1,1953,319,95,111,0,13,0,13,0,13,12,18,0,13,12,18,2359,444,1060,390,1130,374,243,198,36,32,205,172,114,56,197,79,100,62,0,13,6,10,18,21,18,21,0,13,0,13,7,11,0,13,37,33,80,49,58,38,55,38,9,15,40,27,50,41,28,26,5,10,273,91,8,17,209,188,216,83,168,169,638,125,169,67,76,42,7,12,1796,396,101259.0,5249.0,107,44,1872,410,1406,389,1466,394,29,43,1054,216,1025,217,14,16,0,13,1025,217,348,193,677,94,1025,217,902,216,1025,217
"Block Group 2, Census Tract 62.10, Mecklenburg County, North Carolina",131,57,75,38,25,22,10,17,116,56,131,58,26,33,9,15,2079,439,20,23,10,16,138,159,35,50,0,13,0,13,11,17,234,225,38,33,35,51,0,13,19,22,40.0,7.0,446,396,101,103,1500000US371190062102,37,119,006210,2,1467,263,65,59,0,13,0,13,0,13,0,13,0,13,0,13,2079,439,659,147,956,260,113,56,56,33,60,36,87,46,60,37,75,52,0,13,42,36,10,15,0,13,25,33,9,15,0,13,9,15,0,13,69,36,25,22,10,17,46,39,61,45,26,33,9,15,219,223,162,108,10,18,83,50,173,85,99,59,403,99,230,78,34,28,0,13,1530,410,130282.0,27419.0,141,73,1556,410,1076,260,1116,262,39,42,628,87,589,74,0,13,0,13,589,74,42,42,547,76,589,74,537,73,589,74
"Block Group 1, Census Tract 62.11, Mecklenburg County, North Carolina",46,51,19,23,226,99,68,51,108,80,223,110,228,103,58,52,3393,459,56,67,0,13,41,30,64,47,0,13,10,15,38,34,13,21,101,66,9,15,0,13,9,15,39.0,4.0,33,51,394,259,1500000US371190062111,37,119,006211,1,2536,413,275,184,1,4,0,13,0,13,154,118,0,13,154,118,3393,459,1269,247,1396,239,167,114,118,87,340,141,98,58,237,118,29,32,0,13,0,13,47,35,25,29,0,13,18,28,29,29,48,49,0,13,85,67,153,85,90,61,16,26,205,102,184,106,73,57,19,27,239,130,1,3,194,146,281,156,299,161,803,141,312,117,113,85,47,37,2308,316,110719.0,29243.0,130,77,2417,325,1753,284,1840,303,57,72,1286,140,1229,153,27,33,0,13,1229,153,291,98,938,136,1229,153,1146,147,1229,153
"Block Group 2, Census Tract 62.11, Mecklenburg County, North Carolina",122,71,117,74,263,203,46,40,76,44,66,43,46,47,53,53,2948,836,0,13,18,23,203,290,0,13,5,12,0,13,7,13,272,314,41,34,17,27,0,13,0,13,43.0,10.0,66,72,158,191,1500000US371190062112,37,119,006211,2,2553,827,154,151,0,13,0,13,0,13,17,27,0,13,17,27,2948,836,1162,407,1241,409,54,45,251,314,156,80,149,84,136,63,273,260,0,13,16,26,26,40,9,14,0,13,0,13,0,13,12,20,37,42,70,61,230,196,63,65,0,13,101,56,11,18,183,188,0,13,27,32,14,23,274,313,146,72,87,56,922,398,318,113,115,107,0,13,1903,635,81437.0,53474.0,298,296,2159,715,1513,418,1541,420,0,13,1052,383,1052,383,0,13,0,13,1052,383,18,27,1034,384,1052,383,1019,387,1052,383
"Block Group 1, Census Tract 62.12, Mecklenburg County, North Carolina",143,108,307,148,77,63,36,71,107,48,127,87,28,24,23,25,2761,715,66,105,34,24,15,16,40,34,5,10,12,16,0,13,0,13,36,25,18,19,26,35,37,42,32.0,4.0,150,174,478,228,1500000US371190062121,37,119,006212,1,1884,692,173,185,5,10,0,13,25,50,46,62,0,13,46,62,2761,715,1053,453,1128,455,156,119,195,299,109,52,215,142,232,148,35,33,0,13,0,13,0,13,0,13,0,13,0,13,0,13,11,17,52,53,255,130,68,63,45,77,73,66,24,42,17,17,24,27,0,13,205,197,47,31,30,26,136,116,201,164,546,166,455,185,25,27,5,10,1683,420,119967.0,36312.0,144,72,1913,606,1499,587,1540,592,25,37,932,207,907,204,31,34,0,13,907,204,231,64,676,199,907,204,808,202,907,204
"Block Group 2, Census Tract 62.12, Mecklenburg County, North Carolina",46,48,20,28,0,13,4,11,37,54,25,30,0,13,0,13,1153,348,17,27,6,11,28,43,8,12,0,13,0,13,11,16,23,21,26,41,0,13,0,13,0,13,29.0,8.0,39,46,127,112,1500000US371190062122,37,119,006212,2,775,339,90,74,0,13,0,13,0,13,122,115,34,59,88,105,1153,348,682,299,795,310,54,50,65,69,296,283,97,66,39,33,17,24,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,20,28,0,13,4,11,8,15,17,26,0,13,15,23,0,13,80,52,20,23,56,40,199,102,36,44,399,289,103,52,39,33,0,13,932,305,54867.0,39203.0,82,66,1021,319,817,311,873,315,96,71,809,289,713,290,11,16,0,13,713,290,593,288,120,45,713,290,646,288,713,290
"Block Group 1, Census Tract 62.14, Mecklenburg County, North Carolina",73,37,79,42,48,46,45,42,40,33,84,54,86,51,62,49,1571,329,0,13,6,11,15,16,0,13,0,13,0,13,19,22,11,17,6,10,0,13,32,49,0,13,28.0,2.0,82,127,53,50,1500000US371190062141,37,119,006214,1,1221,342,80,62,0,13,0,13,0,13,135,127,0,13,135,127,1571,329,731,194,787,191,130,99,95,55,167,84,30,25,39,39,65,43,0,13,6,9,0,13,0,13,0,13,6,10,0,13,0,13,22,24,95,59,10,15,19,28,13,20,55,47,76,51,72,55,0,13,160,85,11,16,26,25,132,81,133,88,251,83,154,74,25,21,0,13,930,154,104464.0,14368.0,38,30,1054,196,842,190,882,192,56,52,523,72,467,76,0,13,0,13,467,76,34,32,433,76,467,76,440,77,467,76
"Block Group 2, Census Tract 62.14, Mecklenburg County, North Carolina",48,49,66,42,27,25,34,38,21,21,74,54,58,36,68,37,2239,359,53,43,7,12,62,31,8,12,8,11,0,13,33,25,56,53,58,32,27,18,26,41,0,13,45.0,4.0,136,142,59,57,1500000US371190062142,37,119,006214,2,1882,329,117,85,0,13,0,13,16,25,29,29,8,12,21,29,2239,359,1177,235,1316,255,98,56,183,74,248,84,196,80,145,80,190,143,8,12,22,22,0,13,0,13,0,13,13,19,6,9,17,17,8,12,51,39,27,25,40,39,16,28,53,34,40,29,76,40,0,13,133,59,14,16,89,46,382,180,187,73,634,144,227,136,16,18,9,14,1718,287,106641.0,24475.0,94,45,1843,288,1463,257,1463,257,0,13,815,90,815,90,0,13,7,11,815,90,42,44,773,96,815,90,710,96,815,90
"Block Group 1, Census Tract 62.16, Mecklenburg County, North Carolina",0,13,106,65,4,23,115,98,60,61,99,69,16,29,9,22,1858,362,51,58,9,15,47,39,55,47,44,50,41,49,11,18,24,29,115,75,10,16,67,71,0,13,52.0,5.0,72,95,260,265,1500000US371190062161,37,119,006216,1,1452,463,14,22,0,13,0,13,60,63,0,13,0,13,0,13,1858,362,510,223,563,243,14,23,57,92,69,52,24,27,33,45,120,53,2,12,54,55,0,13,64,83,60,61,0,13,2,13,0,13,12,20,98,59,0,13,115,98,60,61,46,43,12,22,13,35,0,13,100,82,24,28,32,67,132,84,133,72,478,167,239,115,133,108,2,12,1387,309,193026.0,89406.0,128,74,1449,306,867,252,888,266,269,139,1037,149,768,160,14,23,0,13,768,160,102,83,666,153,768,160,635,162,768,160
"Block Group 1, Census Tract 62.17, Mecklenburg County, North Carolina",22,35,48,58,26,24,37,41,15,35,19,22,28,37,21,23,1260,346,0,13,42,48,35,38,22,34,0,13,0,13,0,13,58,53,30,37,22,34,0,13,0,13,48.0,7.0,19,31,117,133,1500000US371190062171,37,119,006217,1,1105,381,19,31,0,13,0,13,0,13,0,13,0,13,0,13,1260,346,339,161,493,214,54,48,17,27,44,47,7,13,16,27,85,65,0,13,19,33,9,17,31,34,0,13,0,13,0,13,21,25,10,17,49,67,15,23,50,44,7,13,12,19,17,31,62,57,88,139,189,178,0,13,0,13,89,73,113,63,262,105,144,82,50,48,33,38,968,288,102614.0,80677.0,78,69,1044,306,687,313,687,313,69,81,578,173,509,153,0,13,0,13,509,153,130,143,379,91,509,153,470,153,509,153
"Block Group 2, Census Tract 62.17, Mecklenburg County, North Carolina",31,47,65,81,0,13,7,14,32,52,31,46,69,67,0,13,1786,389,0,13,14,24,42,42,34,38,16,26,0,13,16,25,16,28,73,53,34,37,17,27,17,27,42.0,9.0,0,13,154,183,1500000US371190062172,37,119,006217,2,1484,377,124,92,0,13,0,13,0,13,24,30,0,13,24,30,1786,389,875,257,901,257,16,25,71,90,128,98,39,44,120,84,223,139,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,12,0,13,0,13,7,14,0,13,31,46,69,67,0,13,0,13,219,146,17,28,171,100,139,108,183,194,571,183,176,111,32,36,9,14,1517,319,74044.0,27986.0,212,107,1551,324,1015,274,1033,276,96,87,966,137,870,161,0,13,17,27,870,161,292,148,578,141,870,161,767,151,870,161
"Block Group 1, Census Tract 62.18, Mecklenburg County, North Carolina",75,72,53,52,132,80,103,72,89,81,54,51,25,33,81,56,2820,469,40,34,71,40,27,29,43,40,0,13,15,23,34,35,61,34,45,41,50,55,16,26,0,13,46.0,1.0,57,90,205,228,1500000US371190062181,37,119,006218,1,2449,457,39,65,0,13,0,13,0,13,70,68,24,40,46,54,2820,469,936,271,1109,261,87,61,109,110,222,162,110,52,134,81,45,44,0,13,11,19,38,43,56,60,0,13,22,35,0,13,0,13,18,26,46,40,72,56,140,78,0,13,41,46,25,33,81,56,21,33,259,117,0,13,11,21,179,75,166,80,786,193,335,110,102,69,15,20,1893,260,151321.0,31299.0,55,46,2208,379,1389,324,1423,325,93,92,1087,177,994,169,0,13,0,13,994,169,26,32,968,164,994,169,934,166,994,169
"Block Group 1, Census Tract 62.19, Mecklenburg County, North Carolina",0,13,75,64,243,164,92,57,34,47,41,41,177,142,74,55,2896,857,14,24,70,51,129,133,27,33,25,28,12,19,0,13,79,50,197,157,26,29,14,23,0,13,48.0,3.0,82,76,0,13,1500000US371190062191,37,119,006219,1,2483,746,131,178,0,13,0,13,0,13,200,180,109,169,91,71,2896,857,694,229,726,231,66,50,73,80,101,90,163,165,102,69,47,47,0,13,16,26,39,41,37,42,0,13,18,28,54,48,44,40,0,13,159,151,178,80,93,57,0,13,41,41,177,142,74,55,0,13,109,77,12,20,65,72,302,210,35,40,915,370,284,123,161,175,88,65,1983,556,194150.0,101366.0,163,94,2160,667,1077,315,1235,408,54,71,1051,211,997,217,0,13,0,13,997,217,11,17,986,216,997,217,984,215,997,217
"Block Group 1, Census Tract 62.20, Mecklenburg County, North Carolina",39,41,68,75,29,45,14,22,62,65,26,39,19,53,0,13,1551,321,0,13,59,59,20,35,35,39,0,13,18,30,83,74,0,13,33,38,18,28,22,34,14,23,53.0,2.0,27,37,0,13,1500000US371190062201,37,119,006220,1,1414,353,110,149,0,13,0,13,0,13,0,13,0,13,0,13,1551,321,557,185,628,180,65,65,11,20,74,63,96,87,27,47,46,49,0,13,0,13,0,13,14,22,0,13,22,34,0,13,15,25,0,13,52,71,29,45,14,22,4,22,22,34,19,53,57,52,0,13,188,122,0,13,67,68,220,137,155,85,319,135,113,70,105,74,0,13,1167,252,132543.0,58410.0,80,64,1294,283,723,194,739,205,39,62,622,123,583,113,14,23,7,16,583,113,47,44,536,117,583,113,558,115,583,113
"Block Group 2, Census Tract 62.20, Mecklenburg County, North Carolina",0,13,0,13,37,60,53,56,0,13,41,65,9,14,0,13,1236,316,47,69,43,44,66,52,20,27,0,13,18,30,17,30,51,49,65,60,0,13,38,45,20,34,58.0,6.0,0,13,0,13,1500000US371190062202,37,119,006220,2,1191,318,45,68,0,13,0,13,0,13,0,13,0,13,0,13,1236,316,366,145,490,188,107,79,58,62,70,66,11,19,52,76,10,18,0,13,0,13,0,13,0,13,0,13,0,13,9,14,0,13,0,13,0,13,37,60,53,56,0,13,41,65,9,14,0,13,0,13,204,118,17,29,69,58,89,90,175,108,340,159,150,93,0,13,31,36,1075,259,60609.0,18929.0,114,83,1096,264,655,245,655,245,262,133,1087,179,825,177,0,13,23,34,825,177,114,84,711,179,825,177,559,163,825,177
"Block Group 1, Census Tract 62.21, Mecklenburg County, North Carolina",159,123,162,108,47,63,0,13,203,127,105,83,130,115,0,13,3112,529,86,79,1,2,20,24,13,24,11,22,0,13,82,114,0,13,22,28,12,24,0,13,55,52,37.0,3.0,55,68,380,428,1500000US371190062211,37,119,006221,1,2208,432,246,252,0,13,0,13,0,13,223,187,0,13,223,187,3112,529,1386,259,1490,247,174,106,164,94,223,123,73,55,200,113,139,114,14,23,17,29,0,13,0,13,0,13,21,34,0,13,19,31,52,55,110,86,47,63,0,13,19,35,86,75,24,39,106,107,0,13,214,127,25,40,236,144,346,177,213,141,961,246,181,90,67,64,0,13,2265,397,110417.0,24248.0,103,81,2306,401,1767,391,1861,399,115,129,1228,203,1113,181,0,13,11,22,1113,181,117,88,996,169,1113,181,1050,179,1113,181
"Block Group 1, Census Tract 62.22, Mecklenburg County, North Carolina",19,31,0,13,0,13,0,13,0,13,7,15,0,13,93,139,689,412,0,13,20,22,0,13,11,19,18,32,0,13,11,19,0,13,0,13,0,13,20,31,0,13,47.0,4.0,16,23,0,13,1500000US371190062221,37,119,006222,1,649,412,0,13,0,13,0,13,0,13,24,37,0,13,24,37,689,412,187,102,310,187,24,37,18,31,45,41,0,13,0,13,7,14,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,15,0,13,93,139,14,29,11,19,0,13,52,68,79,75,157,144,116,68,94,107,0,13,0,13,543,289,122697.0,44165.0,31,38,570,288,439,272,439,272,0,13,308,159,308,159,0,13,0,13,308,159,0,13,308,159,308,159,301,157,308,159
"Block Group 2, Census Tract 62.22, Mecklenburg County, North Carolina",44,43,147,93,184,89,117,67,119,83,172,109,156,93,33,39,2961,308,54,53,22,23,44,31,35,28,0,13,0,13,12,18,23,28,97,76,10,15,12,19,0,13,37.0,5.0,88,86,424,183,1500000US371190062222,37,119,006222,2,2251,319,198,189,0,13,0,13,0,13,0,13,0,13,0,13,2961,308,1101,210,1220,214,224,128,108,89,194,100,115,70,116,73,23,38,0,13,0,13,0,13,16,26,0,13,0,13,48,57,18,31,45,68,62,55,159,98,133,84,0,13,135,81,101,77,73,69,30,44,254,101,0,13,155,110,66,52,138,111,730,149,393,146,0,13,0,13,1785,221,130778.0,22290.0,74,38,1989,231,1371,229,1371,229,19,30,963,94,944,97,33,50,0,13,944,97,48,54,896,105,944,97,832,115,944,97
"Block Group 1, Census Tract 62.23, Mecklenburg County, North Carolina",149,120,79,57,86,54,69,48,23,22,119,62,176,109,48,35,2496,409,7,11,8,11,67,58,19,23,8,13,8,13,38,43,17,19,74,54,41,39,27,25,10,16,39.0,3.0,0,13,607,208,1500000US371190062231,37,119,006223,1,1507,397,271,205,0,13,0,13,0,13,111,106,0,13,111,106,2496,409,808,155,871,160,225,121,64,38,138,83,102,72,91,110,0,13,0,13,0,13,7,11,0,13,0,13,7,11,6,10,17,21,7,11,83,70,61,44,76,49,27,40,85,52,176,109,48,38,0,13,197,91,27,23,48,37,285,188,238,88,542,164,208,104,32,39,38,40,1663,279,79107.0,30865.0,152,75,1747,283,1060,216,1131,237,17,18,858,103,841,105,0,13,10,15,841,105,108,46,733,116,841,105,670,118,841,105
"Block Group 1, Census Tract 62.24, Mecklenburg County, North Carolina",108,84,19,22,51,43,59,50,125,82,124,76,81,55,80,123,2943,691,27,29,0,13,121,119,40,37,0,13,14,21,8,13,151,144,28,27,53,55,14,21,13,21,36.0,7.0,0,13,405,273,1500000US371190062241,37,119,006224,1,1755,610,775,281,0,13,0,13,0,13,8,13,0,13,8,13,2943,691,1042,199,1318,245,188,78,167,98,201,117,22,21,57,47,116,61,0,13,0,13,0,13,0,13,0,13,31,39,9,14,25,28,0,13,23,23,47,42,59,50,36,32,80,64,87,87,93,83,16,22,375,224,17,27,163,82,207,82,233,162,443,166,139,88,5,7,17,19,1934,602,61090.0,13560.0,193,118,2296,665,1401,269,1474,259,113,93,1241,172,1128,162,45,55,13,20,1128,162,597,108,531,158,1128,162,975,174,1128,162
"Block Group 1, Census Tract 63.05, Mecklenburg County, North Carolina",203,172,137,114,205,109,123,117,32,45,68,66,174,163,151,105,3893,787,16,28,10,18,102,49,44,50,0,13,0,13,21,27,91,56,107,85,11,18,0,13,0,13,43.0,11.0,326,216,1231,563,1500000US371190063051,37,119,006305,1,1680,405,509,493,0,13,0,13,0,13,147,143,0,13,147,143,3893,787,1562,509,1728,520,314,159,123,100,235,176,308,164,212,106,174,174,0,13,0,13,0,13,0,13,16,26,0,13,0,13,0,13,0,13,46,64,172,80,233,240,16,26,52,57,155,160,188,125,0,13,170,105,60,95,28,29,236,121,184,92,936,371,565,208,85,69,84,76,2355,415,151042.0,16725.0,104,61,2800,547,2101,521,2111,523,8,15,1207,181,1199,182,0,13,0,13,1199,182,38,47,1161,182,1199,182,1125,187,1199,182
"Block Group 1, Census Tract 63.06, Mecklenburg County, North Carolina",25,43,60,21,29,47,16,27,0,13,0,13,68,75,0,13,1246,262,53,59,11,17,0,13,16,27,12,20,0,13,65,62,0,13,6,15,26,39,62,43,92,60,55.0,15.0,0,13,79,64,1500000US371190063061,37,119,006306,1,1156,252,11,17,0,13,0,13,0,13,0,13,0,13,0,13,1246,262,507,111,544,107,95,72,18,29,67,49,29,47,69,53,9,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,31,35,29,47,16,27,0,13,0,13,68,75,0,13,0,13,258,127,36,49,65,64,99,69,96,67,193,136,87,115,56,39,29,47,987,243,105361.0,14052.0,44,40,1048,241,594,113,594,113,14,19,429,72,415,76,0,13,0,13,415,76,32,39,383,72,415,76,319,80,415,76
"Block Group 1, Census Tract 63.07, Mecklenburg County, North Carolina",158,155,128,119,143,85,36,43,74,48,114,89,121,80,177,123,3347,555,24,33,77,101,67,81,0,13,0,13,0,13,19,25,26,33,68,71,11,17,0,13,14,24,36.0,4.0,330,388,567,357,1500000US371190063071,37,119,006307,1,2232,454,171,166,0,13,0,13,19,31,28,42,0,13,28,42,3347,555,1050,212,1254,221,159,94,78,63,265,131,172,92,86,60,67,89,0,13,33,31,71,62,23,36,0,13,55,62,72,58,113,113,0,13,80,69,120,80,81,84,0,13,94,73,121,80,177,123,2,4,105,55,65,64,27,30,197,130,170,82,906,243,569,225,117,92,36,43,2236,427,112031.0,32461.0,105,64,2396,451,1604,314,1644,327,87,98,1209,206,1122,196,108,92,19,31,1122,196,219,111,903,166,1122,196,933,183,1122,196
"Block Group 2, Census Tract 63.07, Mecklenburg County, North Carolina",48,46,0,13,90,146,9,15,27,33,102,120,11,16,0,13,811,349,13,20,0,13,22,25,8,18,0,13,10,18,6,11,8,17,0,13,13,33,19,27,0,13,26.0,11.0,127,150,158,257,1500000US371190063072,37,119,006307,2,469,168,24,38,0,13,0,13,0,13,33,39,0,13,33,39,811,349,277,92,308,100,59,46,0,13,58,35,9,15,58,55,13,29,0,13,0,13,90,146,0,13,0,13,68,112,0,13,0,13,0,13,0,13,90,146,9,15,0,13,92,120,11,16,0,13,0,13,41,28,42,58,48,54,39,45,29,44,155,92,36,32,27,46,0,13,427,126,71157.0,59252.0,56,37,524,183,386,149,386,149,21,37,304,78,283,78,0,13,0,13,283,78,162,72,121,58,283,78,204,73,283,78
"Block Group 1, Census Tract 63.08, Mecklenburg County, North Carolina",103,73,125,60,121,63,66,63,347,232,246,254,117,59,66,47,4258,647,0,13,11,17,45,37,135,108,23,27,8,14,0,13,48,38,62,76,148,126,23,27,71,88,39.0,3.0,36,41,450,406,1500000US371190063081,37,119,006308,1,3594,634,101,102,0,13,0,13,0,13,77,99,0,13,77,99,4258,647,1519,242,1648,268,383,152,62,70,217,88,71,55,238,130,51,63,32,35,11,17,9,14,9,16,0,13,10,16,10,16,28,28,32,35,122,62,73,43,117,79,85,131,171,129,107,55,86,52,0,13,342,144,21,26,119,85,372,177,335,202,983,272,512,183,34,32,0,13,2844,399,87165.0,32384.0,203,107,3067,411,1838,275,1880,277,50,77,1565,160,1515,174,11,19,6,13,1515,174,546,144,969,202,1515,174,1336,168,1515,174
"Block Group 1, Census Tract 63.09, Mecklenburg County, North Carolina",36,44,122,118,107,93,44,70,69,69,95,72,112,105,0,13,1942,516,15,23,69,76,29,32,16,26,41,49,0,13,15,25,15,24,46,41,58,48,25,42,0,13,36.0,7.0,0,13,418,337,1500000US371190063091,37,119,006309,1,1069,319,408,346,0,13,0,13,0,13,47,48,0,13,47,48,1942,516,732,213,824,211,94,60,180,213,54,45,71,54,31,36,45,44,0,13,32,50,43,51,0,13,0,13,28,46,16,26,0,13,15,24,128,122,130,98,0,13,0,13,154,122,53,44,0,13,21,32,233,114,80,71,125,70,177,114,158,139,346,184,45,43,0,13,44,44,1328,305,50917.0,21708.0,141,92,1357,310,878,224,912,218,45,75,876,95,831,122,30,34,0,13,831,122,465,122,366,110,831,122,542,133,831,122
